account_name,category,caption,likes_count,comments_count,video_view_count,engagement,polarity,subjectivity,flesch_kincaid_grade
PrintMedia(images),Political,"In India, writing about Pakistan’s founding father only creates controversy. But Lord Meghnad Desai’s book, Mohan and Muhammad, looks into the commonalities between the lives and careers of MK Gandhi and Jinnah.

Published three months after the author’s demise, the book intertwines two lives.

“It’s otherwise not easy to do because Mahatma Gandhi sucks all the oxygen out of the room in India. And Muhammad Ali Jinnah, similarly, if he’s on the stage, nobody else can occupy that same pedestal. So it requires someone like Meghnad Desai to bring both these figures into one single frame,” said TCA Raghavan, former ambassador of India to Pakistan, at Delhi’s India International Centre (IIC) on 8 October.

Link in bio to complete report by Krishan Murari (@murari97) 

#MahatmaGandhi #MuhammadJinnah #MeghnadDesaibook #IndiaPakistan #MohanandMuhammad",67,1,0,69.0,-0.05423280423280422,0.3636243386243386,13.459158361018826
PrintMedia(images),Political,"Delhi’s low-rise flats from the 1970s and 80s didn’t account for their inhabitants growing old. As residents age and become less mobile, lifts have become flashpoints for courtroom battles, neighbour disputes in RWA groups, and bureaucratic deadlock. Car parking was once the main conflict area. Now, the fight is over installing lifts. The DDA’s housing stock never anticipated today’s reality: a car in every home, ageing knees on every floor. Some buildings have basement parking, but only for scooters. And retrofitted lifts are a distant dream for most, even after policy finally made them possible.

Ironically, the system had opened the door just as Nair knocked. In September 2015, the power to issue NOCs for lifts was shifted from the Delhi Development Authority (DDA) to local municipal bodies, with the South Corporation even launching a single-window system. Consent letters from just 50 per cent of residents using the common staircase were enough, officials said — the ground floor wasn’t counted. Detailed policy guidelines followed in February 2016. 

...This, even though nearly a decade ago the MCD framed the ‘Detailed Policy for Installation of Lift and Connecting Bridge in Cooperative Group Housing Society (CGHS) Flats and DDA Built Flats (Low Rise Flats) in NCT of Delhi’ — approved by the Lieutenant Governor and based on the DDA’s earlier framework. It laid out procedures for permissions, NOCs, and structural safety, aiming to streamline what was already one of the capital’s most urgent housing challenges. 

Link in bio to complete report by Sakshi Mehra (@sakshiiimehra) 

#delhi #rwa #rwagroups #accessiblehousing #DDAhousing #elderly",543,2,0,547.0,0.09444444444444446,0.5027777777777778,11.361741071428572
PrintMedia(images),Political,"Singh held a wide-ranging bilateral meeting with the Deputy Prime Minister and Minister for Defence of Australia, Richard Marles, in Canberra during his official two-day visit.

The meeting marked five years of the India-Australia Comprehensive Strategic Partnership, with both sides “reaffirming their shared commitment to deepening defence cooperation across a wide spectrum, including military exercises, maritime security, defence industry collaboration and joint research in science and technology,” a statement by the defence ministry said.

As part of his engagements, a live air-to-air refuelling demonstration was held onboard the KC-30A Multirole Transport and Tanker Aircraft (MRTT), refuelling an F-35 aircraft en route to Canberra. It showcased a demonstration of growing interoperability following last year’s Implementation Arrangement on Air-to-Air Refuelling between the two countries.

Link in bio to complete report by Snehesh Alex Philip (@sneheshalexphilip)

#IndiaAustralia #RichardMarles #RajnathSingh #bilateralcooperation #defenceties #IndiaAustraliaMoUs",87,1,0,89.0,0.01948051948051948,0.3095238095238096,19.870705035971223
Quint(images),Political,"Raghav’s Take | In Part 2 of his provocative AI series, Raghav Bahl continues his stream-of-consciousness dive into the post-AI world. After asking *“What the @#$ is AI?” in Part 1, he now takes on the bigger question — *“How the @#$ will AI change our world?” 

LINK IN BIO to watch the full episode.",138,0,994,147.94,0.175,0.525,5.347205882352942
Quint(images),Political,"Was Ratan Tata a benevolent hero who empathised with the masses and had a soft corner for stray dogs? Or was he an elite capitalist who inherited a business based on oppressing those less privileged than him, and chose to perpetuate the systemic exploitation of the marginalised even further? Devrupa Rakshit writes.

LINK IN BIO to Read.

#RatanTata #Tata #DeathAnniversary #Jamshedpur #Industrialist #Philanthropist
[Ratan Tata, Death Anniversary, Jamshedpur, Industrialist, Philanthropist]",182,1,0,184.0,-0.022222222222222216,0.3055555555555555,11.784285714285716
Quint(images),Political,"Dalit leaders or prominent public personalities, like Justice BR Gavai and Tina Dabi in the past, often face intense casteist hostility even at the highest levels of the public sphere. Right-wing digital ecosystems target Dalit excellence and Ambedkarite ideas, weaponising social media to intimidate and exclude, often on the basis of religion. @samossumit writes.

Head to the LINK IN BIO to read the full article.

[This post has been produced through The Quint’s latest AI feature—NewsEasy. Discover smarter news reading and journalism that educates with ‘InShort’, ‘Big Points’ & ‘Questions and Answers’. Head to www.thequint.com]",992,44,0,1080.0,0.13333333333333333,0.4,10.605106382978725
Quint(images),Political,"That HSRP site you just clicked on might be a SCAM.

Fake portals are charging extra for High Security Number Plates (HSRP) and they’re vanishing with your money.",37,2,402,45.02,-0.11333333333333333,0.5466666666666667,5.884285714285717
Quint(images),Political,"Should ideology be subordinated to politics, which has helped grow RSS exponentially since the rise of Modi?

LINK IN BIO.

#RSS #BJP #Modi #Ideology #Politics
[RSS, BJP, Modi, Ideology, Politics]",96,19,0,134.0,0.0,0.0,11.91
Quint(images),Political,"The 1971 War was on. No 18 Squadron was based in Srinagar. ‘Brother’ Sekhon was a great fan of the Gnats he flew. His big worry—that the war would end before he brought down a Pakistani plane.

Read the riveting story of Indian Air Force’s only Param Vir Chakra awardee, as told by his former colleagues- LINK IN BIO

(This story of Indian Air Force’s only Param Vir Chakra awardee NJS Sekhon, was first published on 14 December 2015. It has been republished from The Quint’s to mark Air Force Day.)

LINK IN BIO to read the full story.",296,0,0,296.0,0.19382716049382717,0.5580246913580247,5.539855699855703
Quint(images),Political,"Despite being removed from the Indian ODI team's captaincy, Rohit Sharma opened up on his determination to shine in the upcoming series against Australia and win matches for the team. #cricket #rohitsharma",277,0,6985,346.85,0.8,0.4,17.90875
Quint(images),Political,"𝐈 𝐥𝐨𝐯𝐞 𝐭𝐡𝐢𝐬 𝐭𝐞𝐚𝐦: 𝐑𝐨𝐡𝐢𝐭 𝐒𝐡𝐚𝐫𝐦𝐚

In his first public statement since being removed as the captain of the ODI team, former Indian skipper #RohitSharma reflected on his last ICC triumph as the captain, at the Champions Trophy. He also credited the former Indian coach, Rahul Dravid. #indiancricketteam #cricket",826,2,10942,939.42,0.05,0.09333333333333332,13.471122448979592
Quint(images),Political,"The post-AI world will be brutally, astonishingly different from the one we grew up in. It’s an existential thrill to ask probing questions about how it could play out! Watch the full episode of the latest Raghav's Take - LINK IN BIO.

#RaghavsTake #AI #artificialintelligence #Robots #Jobs #Gemini #OpenAi #GenerativeAI #Employment #Capital #Market
[Raghav's Take, AI, Artificial Intelligence, Robots, Jobs, Gemini, OpenAI, Generative AI, Employment, Capital, Market]",18,0,363,21.63,0.0625,0.7625,12.657121212121215
Quint(images),Political,"Wide footpaths and sidewalks are considered a way to tell ordinary citizens that “we care for you"". Architect and urban designer Prasanna Desai says, ""The depth of democracy is decided by the width of the footpath in a city."" The existing condition of pedestrian paths in our cities tells an important story. In our documentary RELEASING TOMORROW, we go around different cities of India and try to understand – Why Indian Cities aren't Walkable. Stay tuned!",8162,58,0,8278.0,0.00833333333333334,0.4166666666666667,12.805166666666668
Quint(images),Political,"Eleven days after his arrest under the National Security Act (NSA), Sonam Wangchuk’s wife Gitanjali Angmo was finally allowed to meet the incarcerated climate activist in Jodhpur Central Jail, and was also given the detention order which details the charges against him. 

In a post on X, Angmo said: “Met @Wangchuk66 today with RitamKhare and got the detention order which we will challenge. 
His spirit is undaunted. His commitment resolute! His resilience intact!
He conveys heartfelt thanks to all for their support and solidarity. 
#SatyamevaJayate 
#FreeSonamWangchuk.”

Follow @TheQuint’s coverage of the unrest in Ladakh. BECOME A MEMBER to support our coverage.",2950,33,0,3016.0,-0.001041666666666663,0.4083333333333334,9.779294554455443
Quint(images),Political,"US President Donald Trump’s harsh decision to impose a 50 percent tariff on Indian exports to the US has begun to bite. There are reports of layoffs by exporters of labour-intensive products such as textiles.
PM Modi is going out of his way to praise Trump, most recently with the 20-point Gaza Peace Plan, notes Vivek Katju.

Read the complete piece - LINK IN BIO.

#America #Trump #Modi #India #Tariff 
[Narendra Modi, Donald Trump, India, America, US, Tariff]",68,2,0,72.0,0.08,0.47000000000000003,9.265350649350651
Quint(images),Political,"The controversy began in Kanpur during Eid Milad-un-Nabi, when a light board reading “I Love Mohammad” was displayed. Police claim the dispute was over torn posters, while the local imam calls the FIR baseless. The issue soon spread to Bareilly and other parts of the country, sparking protests and police action nationwide.

In this episode of ‘Janab Aise Kaise?’, @shadabmoizee explains why the “I Love Mohammad” controversy erupted, whether an entire community is being targeted in its name, and who actually benefits from spreading such hate and fear. Watch the full episode on our YT channel - LINK IN BIO.

 #ILoveMohammad #JanabAiseKaise #BulldozerInjustice #Muslim #Kanpur",1139,31,8897,1289.97,0.08409090909090909,0.45909090909090905,10.060054945054947
Quint(images),Political,"On the grim second anniversary since the Israel-Palestine war escalated to unprecedented levels, an end to violence seems imminent, but the road remains unclear. US President Donald Trump’s peace plan proposes a permanent ceasefire and concessions from both Israel and Hamas. While the plan faces criticism for favouring Israel, strong international backing and Arab support provide hope towards a faraway peace, or at least coexistence.

LINK IN BIO to read more. #palestine #israel #gaza",126,4,0,134.0,0.03333333333333333,0.5047619047619047,12.027945945945948
Quint(images),Political,"What did these Bengaluru residents do when the encroachments and potholes in their once leafy colony made stepping out of the house almost impossible? With this video from 2018, they decided to tell their story with footpath Bharatnatyam. Things haven’t changed much since then. In our upcoming documentary, we try to find why Indian cities invariably have poor pedestrian infrastructure. It premieres on 9 October, 2025. Stay tuned!

Video courtesy: @malleswaramsocial",1546,20,20647,1792.47,-0.24166666666666664,0.44999999999999996,9.301056338028172
Quint(images),Political,"Walking is the most basic form of mobility but walkable infrastructure is non-existent in Indian cities. Unsafe and poor state of footpaths are pushing people to switch to motorised vehicles. While pedestrians are the biggest share of commuters, our cities give disproportionate importance to vehicles. So, why do Indian cities ignore pedestrians? 
In this documentary, we go around different cities, speak to experts, look at data, and try to unpack the issue that invariably affects every urban Indian.

Watch the full documentary on @thequint's YouTube Channel - LINK IN BIO.

#Pedestrian #Mobility #Urban #Spaces #Footpath #Walking #Roads #Safety #Data
[Pedestrian, Urban Mobility, Spaces, Footpath, Walking, Road Safety, Data]",1622,20,17593,1837.93,0.045,0.2375,13.199465954606143
Quint(images),Political,"After the 'I Love Mohammad' controversy in Bareilly, the administration launched a bulldozer drive, sealing around 38 shops near Novelty Chowk, most of them owned by Muslim traders. Locals allege that the municipal corporation acted without prior notice, despite having a court-issued stay order. Meanwhile, the administrative bulldozer also reached the house of Tauqeer Raza's relative. The question remains: if the construction was illegal, why was the administration silent until now?

#ILoveMohammad #Bareilly #BulldozerAction #MuslimTraders #TauqeerRaza",1470,44,11764,1675.64,0.08571428571428573,0.3,13.00642105263158
Quint(images),Political,"Every Monday morning, do you get that sinking feeling—“Oh my God! I have to go back to that awful place, to that job which I hate?” Do you feel anxious, feel that knot in your stomach when you see your boss approaching, because your immediate boss is always trying to humiliate you, scare you into working more and more? Well, you're not alone. A majority of Indian white-collar professionals feel this way now.
Watch senior journalist Aunindyo Chakravarty's latest episode of 'Caught in the Middle' as he breaks down all the recent data which show that Indian workplaces, across the board, is toxic!

LINK IN BIO to Watch the full video analysis. 

#Jobs #Market #Employment #Economy",134,3,924,149.24,-0.029629629629629617,0.4907407407407407,7.96844827586207
Quint(images),Political,"A ""free Diwali voucher"" in your inbox may not be the festive cheer you're looking for. Scammers send fake gift cards that direct you to suspicious websites, asking for your personal details. Remember to double-check the sender and avoid sharing any information.

Visit our Scamguard microsite for the latest scam alerts - LINK IN BIO.

#Scam #Festival #Diwali #Coupon #Voucher #Offer #Fraud #Safety 
[Scam, Festival Season, Diwali Offer, Coupon, Voucher, Fraud, Safety]",27,1,0,29.0,0.1,0.6799999999999999,9.891661971830988
Quint(images),Political,"With the Election Commission announcing the dates for the Bihar Assembly elections this week, the state’s political landscape has entered its most charged phase in years. Campaign caravans have rolled out, alliances are fraying, and caste has returned to the centre of Bihar’s political vocabulary.
The caste census, which once symbolised Nitish’s ideological conviction, now mirrors his political vulnerability, writes @___ashraf___19.

LINK IN BIO to Read.

#Bihar #Elections #NitishKumar #Caste #Vote #BJP #NDA 
[Bihar Elections, Nitish Kumar, Caste Census, Vote, BJP, NDA]",203,1,0,205.0,0.125,0.19999999999999998,11.95965853658537
ScoopWhoop,Entertainment,"Team Nobita always🤓

Nobita | Shizuka | Dekisugi | Doraemon | Trending | Nobita Gang",11666,154,0,11974.0,0.0,0.0,16.63
ScoopWhoop,Entertainment,"PS5 PS5 PS5

Instagram | Microphone | Privacy Policy | Invasion of Privacy | Instagram Ads",6958,55,0,7068.0,0.0,0.0,14.656666666666666
ScoopWhoop,Entertainment,"Another position of power misused.

Bengaluru | Harassment | Crimes against women |",-1,82,0,163.0,0.0,0.0,12.320000000000004
ScoopWhoop,Entertainment,"New updates emerge on the Bengaluru harassment case.

Bengaluru | Teacher harassment |",-1,33,0,65.0,0.13636363636363635,0.45454545454545453,10.155000000000001
ScoopWhoop,Entertainment,"🗞️🗞️🗞️

#SWBreaking",-1,18,0,35.0,0.0,0.0,8.400000000000002
ScoopWhoop,Entertainment,Samay bhai ye kis line mai aa gaye?,-1,8,0,15.0,0.0,0.0,-0.6699999999999982
ScoopWhoop,Entertainment,"🎥🍿🍨🍨🍨

#SWShowbiz",-1,37,0,73.0,0.0,0.0,20.200000000000006
ScoopWhoop,Entertainment,"Pankaj Tripathi serving looks wasn’t on my 2025 bingo card 👀✨
Flipkart’s Big Bang Diwali Sale is here — time to level up your style and tech!

📅 Sale starts 11 Oct | 24-hr early access for Black & Plus members.

#YehDiwaliSmartphoneWali #BigBangDiwaliSaleFlipkart",-1,13,0,25.0,-0.022222222222222216,0.2777777777777778,10.451578947368422
ScoopWhoop,Entertainment,"2027 World Cup ka sapna sapna hi reh gaya🥲

Ind vs Aus | India vs Australia | Virat Kohli | KL Rahul | Indian Cricket Team",18258,28,0,18314.0,0.0,0.0,12.29909090909091
ScoopWhoop,Entertainment,"Ab hoga comeback

#SWTrends
Japanese study | Science |",-1,5,0,9.0,0.0,0.0,7.368571428571428
ScoopWhoop,Entertainment,"All female ladies can testify 🥰

#SWTrends
Peak Female Content | Women |",16201,120,0,16441.0,0.0,0.16666666666666666,8.370000000000001
ScoopWhoop,Entertainment,"Phir wahi 1-2 cr ki dikkat

#SWTrends
Corporate memes | Salary | Wednesday mood |",9800,25,0,9850.0,0.0,0.0,5.806666666666668
ScoopWhoop,Entertainment,"Nice scripts, keep it in your diary👍🏻

Worst movies | Bollywood | Bollywood Films | Bad Plot | Flop Movies",9096,291,0,9678.0,-0.36666666666666664,0.8888888888888888,8.350000000000005
ScoopWhoop,Entertainment,"Hai @tanmaybhat bhai pe 11 hazaar💰

Tanmay Bhat | Net Worth",12705,66,0,12837.0,0.15,0.05,4.830000000000002
ScoopWhoop,Entertainment,"The urge to be a girl dad after watching this🎀
Credits: @_____aachal_____2402 

#SWTrends",16028,87,128008,17482.08,0.0,0.0,4.003076923076925
ScoopWhoop,Entertainment,"Absolute cinema 

Van Dijk | PL | Liverpool",-1,40,0,79.0,0.2,0.9,12.316666666666666
ScoopWhoop,Entertainment,"🗞️🗞️🗞️

#SWBreaking
Bihar | Darjeeling | Adani | Dating Apps |
Indian Railways |",-1,55,0,109.0,0.0,0.0,11.130000000000003
ScoopWhoop,Entertainment,"🗞️🗞️🗞️

Ranveer Allahbadia | Beer Biceps | India’s Got Latent | Kantara | Taylor Swift | Ed Sheeran",-1,45,0,89.0,0.0,0.0,10.723333333333333
ScoopWhoop,Entertainment,"🗞️🗞️🗞️

#SWBreaking",-1,6,0,11.0,0.0,0.0,8.400000000000002
ScoopWhoop,Entertainment,"Multiverse of madness👀

Ananya Pandey | Pedro Pascal | Crossover",16681,107,259499,19489.99,0.0,0.0,11.130000000000003
TheHumansOfBombay,Entertainment,"“I’ve always called myself a banjara, a wanderer. My life has been less of a straight and narrow road, and more of a winding journey through mountains and valleys.

It wasn’t me who found storytelling. It was storytelling that found me.

It happened by accident – one reel, one story, on “Agar Tum Saath Ho.” I just sat down and spoke. That video reached nearly 30 million people. Overnight, my life had a rhythm, a purpose.

But before that? I was searching. I changed eleven different professions – investment banking, working in factories, waiting tables in cafés, trying my hand at startups. Ironic that everyone always says don’t give up, because I say the opposite – give up as many times as you need, until you find the one thing that makes you wake up with a smile. For me, that smile came with stories.

I credit the day I watched the film Tamasha. Watching Ranbir on screen felt like watching myself – restless, out of place, aching for meaning. The next morning, I quit my job. People called me impulsive. But to me, the bigger risk felt like staying in a place I didn’t belong.

Life has honestly tested me many times. I was born with one hand. As a child, I’d hide it in photographs, shrink into corners, try to disappear. Kids can be cruel, and their words cut deep. But my parents gave me a different lens: I was not incomplete. I was a limited-edition piece in a world of mass production. Their love and faith changed the way I saw myself.
Once storytelling entered my life, it began to open up. I wrote three books. I stood on stages across the world. I sat across from Aamir Khan. I even worked with Imtiaz Ali – the man whose film pushed me to leap into the unknown. Meeting him felt like life had drawn a perfect circle.

But the truth is, I’m still wandering. Still moving. Still surrendering. Because a banjara never really arrives. He just carries stories from one place to another, hoping they find the people who need them most.
For me, that’s enough. Always has been. Always will be.”

Our episode with Laksh Maheshwari is out now, link in bio!",26191,322,274794,29582.94,0.13376068376068376,0.4636752136752136,4.534073627464892
TheHumansOfBombay,Entertainment,"“I’d always known Akash as the neighbourhood guy who played football – the boy I’d see running around the society ground. 

I moved away for work in 2012, but when the pandemic hit, life brought me back to Kolkata. With the world shut down, my mornings were spent running to stay fit. One morning, I injured my knee while running. Akash helped me, and we started talking – from small tips on training… to long conversations that went beyond the field. I was 32. He was 23.

Three months before that, he’d told me he had a crush on me. Maine uss baat ko seriously nahi liya tha. But Akash? He was certain about his feelings – that certainty changed everything.

We started chatting daily – morning runs, walks after dinner, running errands. Flirting toh bahot karta tha yeh. He’d always tease me, “We’re like Priyanka Chopra and Nick Jonas.” Over time, our relationship blossomed.

One day my mother got hold of a letter that he’d written for me. All hell broke loose. Our homes erupted in fights. My mother often cried. “What will people say?” “He has not even started earning.” “Will his family accept you?”

Despite all the arguments, I knew she wanted the best for me. I told her, “I earn enough to take care of us both for now. He makes me happy, isn’t that what counts?” After 6 months, she finally accepted us. 

It’s been 5 years to that. We got married in January this year. No one from Akash’s family attended the wedding. My father also refused to come. But we were confident in our love, and carried on. 

Today, life with Akash is better than my dreams. Our weekends are movies and cooking together, sometimes spontaneous road trips. He got me hooked on travelling!

Of course, we still get the taunts. “She married him, so he’ll take care of her in old age.” Online, it’s worse. Funnily enough, nobody would have batted an eye if Akash was the older one.

But age doesn’t guarantee happiness. I realised that when couples from all over India started sending us DMs after watching our reels – sharing how our story gave them courage.

Even our families have started coming around. At the end of the day, age or society doesn’t sustain a relationship. Love does.”",80705,1006,2351999,106236.99,0.20250540058232366,0.4485723678031369,4.717891260162602
TheHumansOfBombay,Entertainment,"“The first time I saw Ram Leela was in 1974, I was 23. I lived near Raj Bhavan, & every evening I would hear the chants, the crowd & felt compelled to walk towards Girgaon Chowpatty to watch. The Ram Leela I saw back then was organised by Shree Adarsh Ramlila Samiti. At that time, I was a guest.

In 1985, I joined the same Samiti as a member & today, I serve as the Hon. Secretary & Trustee. Over the decades, I have seen Ram Leela evolve. In the 70s, there was no TV or digital streaming. If you wanted to experience the magic, you had to be present in the crowd. Nearly 3,000 people gathered every evening. Today, people can watch it online, so the crowds have thinned. Yet the excitement, the energy & the spirit of Dussehra night remain unchanged. Families still bring their kids, just as they did 50 years ago.

For me, two moments stand out every year. The first is Dussehra night, when the 60ft effigy of Ravana is set aflame before lacs of people. That effigy is built by Muslim artisans who travel yearly from Noida. Watching it burn reminds us that no matter how times change, good will always triumph over evil.

The second moment is the Raj Tilak, the coronation of Ram. As the darbar is recreated on stage, it feels like truth itself has been restored. This finale, brought alive by the Ram Mandali from Mathura, ties the entire story together.

What makes this possible are the people: the members, the artisans, the mandali. Over the years, I’ve been blessed to work with people of shared values – our General Secretary Mr. Rajendra Agarwal, Anil P. Agarwal, Vaibhav Gupta, Kailash Agarwal, Ghanshyam Pehalajani, Rajesh Jhunjhunwala & all our team members. Together, we’ve given our time, devotion & hearts to keep Ram Leela alive.

People ask me about the challenges of organising something this big. I always say that when it is Ramji’s work, he takes care of the problems.

For 62 years, our Samiti has carried this tradition forward. Even in today’s age, nothing compares to being here in person; shoulder to shoulder with thousands, watching the story unfold. Because Ram Leela is not just a play. It is our heritage, a living reminder that good will always conquer evil.”",1981,9,57282,2571.82,0.042499999999999996,0.4408333333333333,6.674429319371729
TheHumansOfBombay,Entertainment,"(2/2) TW: Rape
“The day of 9th December felt like running through fire. The FIR was registered, and my medical examination, my statement, the photographs – every step felt like reliving it all over again.
The police confiscated from Akash’s flat – the bedsheet, hair strands, my undergarments – reminders that this really happened. Mustafa and Akash were arrested on the same day, but Mohsin absconded. The court proceedings began, and the police found a photo on Mustafa’s phone taken that night. It showed me in bed, barely covered. Proof of what he’d done. His bail was rejected.
But Akash argued that, since there were no injuries found on my private parts, although there were injuries on the rest of my body, that the act was consensual between Mustafa and I. He even asked for leniency as he was supposed to get married on 1st of March. His bail was approved.
I felt shattered. We immediately applied for a cancellation of bail. For months, I stood in hearings, hoping to get some justice. There were days when Akash stood right next to me – free – despite his heinous crime.
I remember when they finally arrested Mohsin, the relief I felt, and the subsequent trauma when I had to identify him in a line-up. His beard and hair had changed, but I recognised him the moment I saw him. His presence made my skin crawl. I knew I had to face him, face them all, if I wanted justice.
Since that night, I’ve moved back home. Quit my thriving career in Mumbai. The girl who once built visual worlds through special effects now struggles to close her eyes. Sleep doesn’t come easy. Panic attacks do. I don’t go out. Some nights, I wake up gasping for air.
It’s been almost a year. The first step of trial – framing of charges – hasn’t even begun.
I don’t want sympathy. I want accountability. This is not just about me. It’s about every woman who’s trusted an old friend, or ever been told to stay silent, to forgive, to move on. Speaking out is the first step towards justice. I hope I reach the day it finally prevails.”
-
The victim wishes to remain anonymous. Akash Bindu, whose bail was finally cancelled on September 30th, is yet to surrender. Her only hope is that all three men face the law.",3130,54,75478,3992.78,0.10317460317460315,0.37425595238095233,5.1013236313236305
TheHumansOfBombay,Entertainment,"(1/2) TW: Rape
“I’d known one of them for ten years. I met Mustafa Rangoonwala in college, and we kept in touch, often talking about work and life. He’d even met my family, and gone on vacations with us. I trusted him as a friend. On the night of 8th December, 2024, we decided, ‘It’s been too long, let’s catch up.’
That evening, I reached the restaurant at 7:30 pm. He wasn’t alone – he’d come with a friend, Akash Bindu. I remember thinking, ‘That’s fine… maybe it’ll just be a longer dinner.’ We ordered drinks. We talked about old times. When it was close to 11 pm, Mustafa said, ‘Let’s go to my place for another drink.’ I said no. His friend offered his own flat instead, as it was close by. They both insisted. I gave in.
At the flat, I met another one of their friends, Mohsin Khan. By this point, I was feeling tipsy, and my head was hurting. That’s when Mustafa handed me a glass of something – it wasn’t colourless. When I asked what it was, he said, ‘It’ll help with your headache.’ I remember that moment so vividly because it was the last time the world felt normal.
After that, everything became fragments. Hands pulling my phone away. My wrists tied. The sound of my own breath, shallow and panicked. The pressure of a palm over my mouth halting my screams. The weight of betrayal that crushed the air out of me. 
All three men raped me that night.
Around 3:30am, I begged them to let me go, and promised I wouldn’t tell anyone what had happened. Mustafa threatened me to stay quiet or face the consequences – to my life. He walked me to the elevator himself – as if nothing had happened. Downstairs, I got into a rickshaw, went to a friend’s place, and called my parents in Pune. I couldn’t stop crying. I still remember their voices – cracking with fear and disbelief as they said, ‘We’re coming to Mumbai right now.’
I was too scared and ashamed to go to the police. I thought I’d done something wrong, that I’d be blamed and judged. But it was my Mama, who’d accompanied my parents, who convinced me, ‘Beta, you’re not the one in the wrong, you shouldn’t stay silent. You deserve justice, we’ll do whatever it takes…’”
-
The victim wishes to remain anonymous. Part 2 out soon.",4112,82,96822,5244.22,0.022619047619047615,0.4367857142857143,4.122356637863316
TheHumansOfBombay,Entertainment,"“I came to Banaras expecting temples and traditions, but left with stories of people, food and quiet moments.

At @treeofliferesortsandhotels, every day felt like slipping deeper into the city’s soul – from cooking local dishes to mornings wrapped in calm.

Sometimes the city shows you sides you never expect. And in Banaras, there are some stories you live, and some that you bring back with you.”",7370,10,136137,8751.369999999999,0.04805194805194806,0.24047619047619048,8.356730769230769
TheHumansOfBombay,Entertainment,"“People often ask me, ‘Aren’t you scared, stepping into a cage full of blood, men, and fighters twice your age?’ But the truth is, I’ve never been scared. Only curious.

I grew up in Kolgaon, Maharashtra. My childhood was simple: books, farms, discipline. I was a shy child, but always restless, always moving.

One summer, when I was 10, my dad, who has a karate background, took me to a CrossFit gym. I was looking around, all curious, and the coach asked me, ‘Want to learn grappling & jiu-jitsu?’ I was confused at first, but once he explained what it meant, I immediately said yes.

Soon, I was training with men twice my size. Ten days later, I entered a championship. But I was told I’d won because there were no girls in my category. I could have walked away with the medal. But I wanted to fight. They put me against a boy, older and heavier. Everyone thought I’d back out. But I fought. And won.

For the first time I realised, this sport isn’t about strength, it’s about willpower. Since then, I’ve stepped into cages against women twice my age. In Shillong, I fought a 30-year-old national champion. The crowd cheered for her. But by the end, when my hand was raised victorious, they screamt my name.

It isn’t easy. My days begin at 8 AM in the gym, and often end past midnight after training camps. No sugar, no fried, just home-cooked meals with 12 cheat days in a year.

What keeps me going is my family. My mom plans every meal, my dad never misses a fight. He leaves behind his work to travel with me. My late grandfather would proudly send videos of my wins to the entire family. Today, I fight with his voice echoing in my mind, telling me how proud he is.

Of course, there are losses, injuries, and disappointments. But even in defeat, people come up to me and say, ‘We’ve never seen a 16-year-old fight like this.’ That’s enough to remind me why I do this.

My dream is to one day be the UFC World Champion. But more than that, to inspire other young girls. To prove that courage has no age, no gender, no boundaries.

Because the moment that cage locks behind me, it’s not about who’s standing across. It’s about me, my grit, and my belief that I’m exactly where I belong.”",2382,66,56594,3079.94,0.06018518518518518,0.5200176366843032,4.557487289269471
TheHumansOfBombay,Entertainment,"“People often ask me, ‘What was life like as a woman in uniform?’

I always go back to where it began. I was born in a fauji home where olive green wasn’t just a colour, it was a legacy. My great-grandfather, father, uncles, cousins — all served. Service before self wasn’t a motto; it was a way of life.

At a very young age, I lost my father while he was on duty. Overnight, Maa became both parents. She could’ve relied on my father’s dues, but instead, she built a business from scratch & kept our world moving forward.

In 2008, when I sat for the 4 Air Force Selection Board; the one exam you get just a single shot at, I heard her voice echo, ‘Sapne itne bade dekho, aasman bhi chhota pad jaaye.’
Out of over a hundred candidates, only one made it through that year — me. That’s how I earned my blues & took to the skies as a helicopter pilot.

Training was brutal. 4 a.m. wake-ups, drills, simulators, sorties. There were days I thought of quitting. But Maa reminded me, ‘That’s not the girl I raised.’

For 14 years, I flew missions that tested me. Flood relief in the Northeast, tactical evacuations in hostile zones. Once, we airlifted a wounded jawan in stormy weather, his blood pooling on the floor while my instruments blinked warnings.
In that moment, I realised courage isn’t the absence of fear; it’s the resolve to stay steady despite it.

There were sacrifices too. While friends explored life, I was flying sorties. Later, as a wife to a fighter pilot & mother of two, I learned to balance night flights with bedtime stories. Some days, I broke down. But I always rose back because I had my family, my purpose, my uniform.

After 14 years of service, I hung up my blues. People say I left the Air Force — I say, I gave my best years to my country, & then chose to reinvent. I pursued an MBA, won the title of Voguestar Mrs. India 2024, & today, I lead recruitment at Capgemini.

Because women don’t have to be just one thing.
We can guard our skies & walk the ramp.
We can carry a bleeding soldier to safety & rock a baby to sleep.

If the Air Force taught me one thing, it’s this —
Freedom isn’t just about taking off; it’s about the grace of a safe landing."" #IndianAirForceDay",6132,79,89398,7183.98,0.07214550264550264,0.3715449735449735,5.3919999999999995
TheHumansOfBombay,Entertainment,"Is Humans of Bombay just this, or much more? 
Watch this space to find out 👀",324,26,6211,438.11,0.5,0.5,0.7083333333333321
